자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자
신설동역 10번출구 앞,무인대여소,서울특별시 동대문구 신설동 92-34,서울특별시 동대문구 신설동 92-34,37.575272,127.023468,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
용두동 사거리,무인대여소,서울특별시 동대문구 용두동 237-10,서울특별시 동대문구 용두동 237-10,37.577686,127.031013,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
오금역 7번 출구 인근,무인대여소,서울특별시 송파구 오금로 지하 321,서울특별시 송파구 오금로 지하 321,37.502594,127.127647,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
올림픽공원역 1번출구 앞,무인대여소,서울특별시 송파구 양재대로 지하 1233,서울특별시 송파구 양재대로 지하 1233,37.516571,127.131538,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
송파파인타운 7단지,무인대여소,서울특별시 송파구 충민로4길 19,서울특별시 송파구 충민로4길 19,37.479271,127.129578,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
방이역 4번출구,무인대여소,서울특별시 송파구 양재대로 지하 1127,서울특별시 송파구 양재대로 지하 1127,37.508968,127.125839,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,8,12,N,수동식,N,1599-0120,서울시설공단,2017-11-21
잠실본동주민센터뒤 잠실근린공원,무인대여소,서울특별시 송파구 백제고분로15길 7,서울특별시 송파구 백제고분로15길 7,37.505692,127.084038,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
삼전사거리 포스코더샵,무인대여소,서울특별시 송파구 백제고분로 188,서울특별시 송파구 백제고분로 188,37.5042,127.087532,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
잠실새내역 5번 출구 뒤,무인대여소,서울특별시 송파구 백제고분로 95,서울특별시 송파구 백제고분로 95,37.511982,127.085052,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
아시아지하보도 2번 출구,무인대여소,서울특별시 송파구 올림픽로 74,서울특별시 송파구 올림픽로 74,37.512169,127.078934,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
잠실4동 주민센터 옆,무인대여소,서울특별시 송파구 올림픽로35길 16,서울특별시 송파구 올림픽로35길 16,37.520077,127.112366,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
거여역 8번출구 뒤,무인대여소,서울특별시 송파구 오금로 지하 499,서울특별시 송파구 오금로 지하 499,37.493126,127.143822,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
마천사거리,무인대여소,서울특별시 송파구 거마로 51,서울특별시 송파구 거마로 51,37.4977,127.146202,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
송파체육문화회관 앞,무인대여소,서울특별시 송파구 양산로 15,서울특별시 송파구 양산로 15,37.490688,127.143127,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
시청역 1번출구 뒤,무인대여소,서울특별시 중구 세종대로 지하101,서울특별시 중구 세종대로 지하101,37.564674,126.976738,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,7,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서울역 광장 파출소 옆,무인대여소,서울특별시 중구 통일로 13,서울특별시 중구 통일로 13,37.556961,126.971771,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,3,5,N,수동식,N,1599-0120,서울시설공단,2017-11-21
국립현대미술관,무인대여소,서울특별시 종로구 삼청로 30,서울특별시 종로구 삼청로 30,37.579708,126.980858,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신한은행 안국역지점 옆,무인대여소,서울특별시 종로구 율곡로 33,서울특별시 종로구 율곡로 33,37.57597,126.983063,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,3,4,N,수동식,N,1599-0120,서울시설공단,2017-11-21
종각역 1번출구 앞,무인대여소,서울특별시 종로구 종로 47,서울특별시 종로구 종로 47,37.570396,126.981789,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,8,12,N,수동식,N,1599-0120,서울시설공단,2017-11-21
광교사거리 남측,무인대여소,서울특별시 중구 청계천로 30,서울특별시 중구 청계천로 30,37.568527,126.982552,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
을지로입구역 4번출구 앞,무인대여소,서울특별시 중구 을지로 55,서울특별시 중구 을지로 55,37.566223,126.983589,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
KEB 하나은행 본점 앞,무인대여소,서울특별시 중구 을지로 66,서울특별시 중구 을지로 66,37.565464,126.984138,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
명동성당 앞,무인대여소,서울특별시 중구 명동길 74,서울특별시 중구 명동길 74,37.564476,126.986969,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신세계백화점 본점 앞,무인대여소,서울특별시 중구 퇴계로 77,서울특별시 중구 퇴계로 77,37.56134,126.9804,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
안국역 5번출구 앞,무인대여소,서울특별시 종로구 율곡로 지하62,서울특별시 종로구 율곡로 지하62,37.576241,126.98616,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
낙원상가 옆,무인대여소,서울특별시 종로구 삼일대로 428,서울특별시 종로구 삼일대로 428,37.573357,126.987465,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
용두동 레미안허브리츠아파트 앞,무인대여소,서울특별시 동대문구 용두동 696-13,서울특별시 동대문구 용두동 696-13,37.576382,127.03511,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서울시립대 앞,무인대여소,서울특별시 동대문구 전농동 135-5,서울특별시 동대문구 전농동 135-5,37.582561,127.054367,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
청솔우성아파트 앞,무인대여소,서울특별시 동대문구 답십리동 94-2,서울특별시 동대문구 답십리동 94-2,37.574203,127.057693,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
동대문중학교 옆,무인대여소,서울특별시 동대문구 사가정로 62,서울특별시 동대문구 사가정로 62,37.574718,127.053391,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
전농사거리 교통섬,무인대여소,서울특별시 동대문구 사가정로 119,서울특별시 동대문구 사가정로 119,37.577793,127.057831,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서울시립대 정문 앞,무인대여소,서울특별시 동대문구 서울시립대로 161,서울특별시 동대문구 서울시립대로 161,37.583698,127.053856,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
