자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자
양평우림 이비즈센타 앞,무인대여소,서울특별시 영등포구 양평동3가 14-1,서울특별시 영등포구 양평동3가 14-1,37.52565,126.887817,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
YP 센터 앞,무인대여소,서울특별시 영등포구 양평동3가 60-1,서울특별시 영등포구 양평동3가 60-1,37.528488,126.891647,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
구의공원(테크노마트 앞),무인대여소,서울특별시 광진구 구의동 546-3,서울특별시 광진구 구의동 546-3,37.535969,127.094673,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
광남중학교,무인대여소,서울특별시 광진구 광장동 561-15,서울특별시 광진구 광장동 561-15,37.54073,127.102905,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
잠실대교북단 교차로,무인대여소,서울특별시 광진구 자양동 722,서울특별시 광진구 자양동 722,37.532478,127.085091,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
자양나들목,무인대여소,서울특별시 광진구 자양동 738,서울특별시 광진구 자양동 738,37.52977,127.07486,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
아차산역 3번출구,무인대여소,서울특별시 광진구 구의동 96,서울특별시 광진구 구의동 96,37.551224,127.089706,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서울시설공단 앞,무인대여소,서울특별시 성동구 마장동 610,서울특별시 성동구 마장동 610,37.57164,127.03566,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
구의삼성쉐르빌 앞,무인대여소,서울특별시 광진구 구의강변로 106,서울특별시 광진구 구의강변로 106,37.540062,127.094498,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
대림아크로리버 앞,무인대여소,서울특별시 광진구 구의강변로 64,서울특별시 광진구 구의강변로 64,37.536579,127.092972,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
중곡 성원APT 앞,무인대여소,서울특별시 광진구 동일로 459,서울특별시 광진구 동일로 459,37.571255,127.079803,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
구의3동주민센터,무인대여소,서울특별시 광진구 강변역로 17,서울특별시 광진구 강변역로 17,37.537849,127.092171,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
달맞이공원,무인대여소,서울특별시 성동구 금호동4가 367-1,서울특별시 성동구 금호동4가 367-1,37.542053,127.020401,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
도선동 주민센터 앞,무인대여소,서울특별시 성동구 무학로10길 6,서울특별시 성동구 무학로10길 6,37.567642,127.025696,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
방화근린공원,무인대여소,서울특별시 강서구 금낭화로 176,서울특별시 강서구 금낭화로 176,37.582447,126.812035,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신방화사거리,무인대여소,서울특별시 강서구 방화대로 342,서울특별시 강서구 방화대로 342,37.573032,126.816452,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
공항시장역 1번출구,무인대여소,서울특별시 강서구 방화동로 지하 30,서울특별시 강서구 방화동로 지하 30,37.56356,126.81015,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,6,9,N,수동식,N,1599-0120,서울시설공단,2017-11-21
공항시장역 4번출구,무인대여소,서울특별시 강서구 방화동로 지하 30,서울특별시 강서구 방화동로 지하 30,37.563347,126.810486,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,4,6,N,수동식,N,1599-0120,서울시설공단,2017-11-21
공항중학교앞,무인대여소,서울특별시 강서구 방화대로 241,서울특별시 강서구 방화대로 241,37.562683,126.816238,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
마곡엠밸리6_7단지 마곡중학교,무인대여소,서울특별시 강서구 마곡중앙5로 58,서울특별시 강서구 마곡중앙5로 58,37.566982,126.8218,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
마곡엠밸리4단지 정문,무인대여소,서울특별시 강서구 마곡서로 175,서울특별시 강서구 마곡서로 175,37.568577,126.824776,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서남환경공원 버스정류장,무인대여소,서울특별시 강서구 양천로 201,서울특별시 강서구 양천로 201,37.573093,126.822899,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서남물재생센터 버스정류장,무인대여소,서울특별시 강서구 양천로 200,서울특별시 강서구 양천로 200,37.572781,126.826279,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
등촌역 1번출구옆,무인대여소,서울특별시 강서구 공항대로59길 8,서울특별시 강서구 공항대로59길 8,37.551666,126.86409,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
스타벅스앞,무인대여소,서울특별시 강서구 공항대로 329,서울특별시 강서구 공항대로 329,37.558197,126.844261,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
증미역 3번출구뒤(등촌두산위브센티움오피스텔),무인대여소,서울특별시 강서구 양천로 지하 560,서울특별시 강서구 양천로 지하 560,37.557461,126.861458,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
영등포구민체육센터 앞,무인대여소,서울특별시 영등포구 신길동 399,서울특별시 영등포구 신길동 399,37.500462,126.905846,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신길동 우리은행 옆,무인대여소,서울특별시 영등포구 신길동 250-4,서울특별시 영등포구 신길동 250-4,37.504566,126.910233,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
문래동자이아파트 앞,무인대여소,서울특별시 영등포구 문래동3가 68-1,서울특별시 영등포구 문래동3가 68-1,37.516155,126.894615,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
보라매 두산위브 건너편,무인대여소,서울특별시 영등포구 신길동 4490,서울특별시 영등포구 신길동 4490,37.496513,126.914803,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
제2구민체육센타 앞,무인대여소,서울특별시 영등포구 당산동4가 96-2,서울특별시 영등포구 당산동4가 96-2,37.526386,126.902756,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
유스호스텔 앞,무인대여소,서울특별시 영등포구 영등포동7가 58-2,서울특별시 영등포구 영등포동7가 58-2,37.525852,126.903282,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
문래역 4번출구 앞,무인대여소,서울특별시 영등포구 문래동3가 55-12,서울특별시 영등포구 문래동3가 55-12,37.518867,126.895706,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신길우성1차아파트 앞 공원,무인대여소,서울특별시 영등포구 도림동 255-2,서울특별시 영등포구 도림동 255-2,37.505329,126.898483,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
신길선원가와인아파트 앞,무인대여소,서울특별시 영등포구 신길동 215-28,서울특별시 영등포구 신길동 215-28,37.510933,126.910225,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
이앤씨드림타워 앞,무인대여소,서울특별시 영등포구 양평동3가 48-1,서울특별시 영등포구 양평동3가 48-1,37.527225,126.891594,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
영등포삼환아파트 앞,무인대여소,서울특별시 영등포구 영등포동8가 82-4,서울특별시 영등포구 영등포동8가 82-4,37.530079,126.905708,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
삼성생명 당산사옥 앞,무인대여소,서울특별시 영등포구 당산동4가 35-24,서울특별시 영등포구 당산동4가 35-24,37.528263,126.896629,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
성동광진 교육지원청 앞,무인대여소,서울특별시 성동구 고산자로 260,서울특별시 성동구 고산자로 260,37.564606,127.036522,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
왕십리역 4번 출구 건너편,무인대여소,서울특별시 성동구 왕십리광장로 10-1,서울특별시 성동구 왕십리광장로 10-1,37.561096,127.036797,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
비전교회 앞,무인대여소,서울특별시 성동구 동일로 213,서울특별시 성동구 동일로 213,37.551205,127.068932,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,5,8,N,수동식,N,1599-0120,서울시설공단,2017-11-21
서울숲역 2번출구 앞,무인대여소,서울특별시 성동구 왕십리로 64,서울특별시 성동구 왕십리로 64,37.542816,127.04467,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
군자지하보도 앞,무인대여소,서울특별시 성동구 동일로 313,서울특별시 성동구 동일로 313,37.559246,127.07341,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
성동세무서 건너편,무인대여소,서울특별시 성동구 광나루로 302,서울특별시 성동구 광나루로 302,37.547913,127.062752,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
금호역 3번출구,무인대여소,서울특별시 성동구 동호로 99,서울특별시 성동구 동호로 99,37.547928,127.015572,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
옥수역 3번출구,무인대여소,서울특별시 성동구 한림말길 56,서울특별시 성동구 한림말길 56,37.541363,127.017662,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
성수역 2번출구 앞,무인대여소,서울특별시 성동구 아차산로 113,서울특별시 성동구 아차산로 113,37.54459,127.057083,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
청계8가사거리 부근,무인대여소,서울특별시 동대문구 청계천로 417,서울특별시 동대문구 청계천로 417,37.571102,127.02356,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
응봉현대아파트 정류소,무인대여소,서울특별시 성동구 독서당로 381,서울특별시 성동구 독서당로 381,37.549583,127.030243,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
어린이대공원역6번출구,무인대여소,서울특별시 광진구 군자로 74,서울특별시 광진구 군자로 74,37.548496,127.07476,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,13,20,N,수동식,N,1599-0120,서울시설공단,2017-11-21
염창동 한마음아파트앞(염창동 빛나는 음악학원앞),무인대여소,서울특별시 강서구 양천로 637,서울특별시 강서구 양천로 637,37.554253,126.867561,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,4,6,N,수동식,N,1599-0120,서울시설공단,2017-11-21
대림경동아파트앞,무인대여소,서울특별시 강서구 허준로 121,서울특별시 강서구 허준로 121,37.565189,126.853996,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
가양레포츠센터앞,무인대여소,서울특별시 강서구 양천로61길 101,서울특별시 강서구 양천로61길 101,37.559479,126.86438,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
황금내근린공원,무인대여소,서울특별시 강서구 허준로 221-40,서울특별시 강서구 허준로 221-40,37.561932,126.863869,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
공암나루근린공원 관리사무소옆,무인대여소,서울특별시 강서구 강서로80길 117,서울특별시 강서구 강서로80길 117,37.57048,126.849503,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,10,15,N,수동식,N,1599-0120,서울시설공단,2017-11-21
발산역 6번출구옆(다이소앞),무인대여소,서울특별시 강서구 공항대로 280,서울특별시 강서구 공항대로 280,37.557968,126.838287,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
명덕고교입구(영종빌딩),무인대여소,서울특별시 강서구 강서로 304,서울특별시 강서구 강서로 304,37.552914,126.836571,0:01,24:00:00,연중무휴,유료,1일권(1시간) 1천원+정기권(1시간) 7일 3천원+정기권(1시간) 30일 5천원+정기권(1시간) 180일 1만5천원+정기권(1시간) 365일 3만원+1일권(2시간) 2천원+정기권(2시간) 7일 4천원+정기권(2시간) 30일 7천원,7,10,N,수동식,N,1599-0120,서울시설공단,2017-11-21
